标的,数据源,开始日期,结束日期,快线,慢线,初始资金,手续费,滑点,总收益率,最大回撤,夏普比率
600519.SS,Yahoo Finance,2025-01-01,2025-12-31,10,50,10000,0.001,0.001,-0.052509339364923836,-0.08226882778781552,-0.9756117096474898
